Provinsi,Kabupaten/Kota,Kecamatan,Nama,Kategori,Latitude,Longitude,Alamat,Link
DKI JAKARTA,KOTA JAKARTA UTARA,Unknown,MR.DIY,Home improvement store,-6.189418,106.7546041,"Mal Artha Gading Lt. 2, Unit A1-32, Jl. Artha Gading Sel. No.1, Klp. Gading Bar., Daerah Khusus Ibukota Jakarta 14240","https://www.google.com/maps/place/MR.DIY/@-6.189418,106.7546041,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e69f5bdd099b6e5:0x48462cf35fbd0548!8m2!3d-6.1456352!4d106.8921655!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11f7nlcr0j?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Unknown,MR.DIY,Home improvement store,-6.189418,106.7546041,"Ruko Kelapa Gading, Jl. Boulevard Raya Blok FX1 No. 22-23, RT.8/RW.13, Klp. Gading Tim., Summarecon, Jakarta, Daerah Khusus Ibukota Jakarta 14240","https://www.google.com/maps/place/MR.DIY/@-6.189418,106.7546041,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e69f527aa2af5a7:0x319fd969affbe8ae!8m2!3d-6.1625121!4d106.9043592!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11m1gkmctk?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Koja,MR.DIY,Home improvement store,-6.189418,106.7546041,"Ps. Koja Baru, Jl. Maju Sentosa Cemerlang Jl. Kramat Jaya Raya No.30 Lt. UG, RT.5/RW.17, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260","https://www.google.com/maps/place/MR.DIY/@-6.189418,106.7546041,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e6a2175be93aa3b:0x4d7d7415c128d39a!8m2!3d-6.1223797!4d106.9161453!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11gxrwd1gm?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Senen,MR.DIY,Home improvement store,-6.189418,106.7546041,"Plaza Atrium, Jl. Senen Raya No.135 Lt.LG, RT.9/RW.2, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410","https://www.google.com/maps/place/MR.DIY/@-6.189418,106.7546041,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e69f50b1344f1cf:0x6e226af7ee57330d!8m2!3d-6.1775082!4d106.8415578!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11h0ms3c84?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Tj Priok,MR.DIY,Home improvement store,-6.189418,106.7546041,"Jl. Danau Sunter Utara No.Kav . No 61-62a Blok J12, RT.10/RW.14, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350","https://www.google.com/maps/place/MR.DIY/@-6.189418,106.7546041,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e69f59ac803813f:0xacf85ac12046d60d!8m2!3d-6.1378707!4d106.8751817!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11txbfk1fh?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Penjaringan,MR.DIY,Home improvement store,-6.116733,106.6375068,"Pluit Village, Jl. Pluit Indah No.12 Lt. 3 Unit 101B, RT.15/RW.4, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450","https://www.google.com/maps/place/MR.DIY/@-6.116733,106.6375068,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e6a1dd2ff6f86bb:0xdf75cde63be14e97!8m2!3d-6.116733!4d106.7899421!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11h4qyt20l?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Kemayoran,MR.DIY,Home improvement store,-6.116733,106.6375068,"ITC Cempaka Mas, Jl. Cemp. Mas Tim. No.586 Lt. LG, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640","https://www.google.com/maps/place/MR.DIY/@-6.116733,106.6375068,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e69f55b4a455aff:0x14f7d0e1a82d19db!8m2!3d-6.1644519!4d106.8774206!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11fhv3ygnv?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Gambir,MR.DIY,Home improvement store,-6.116733,106.6375068,"Gajah Mada Plaza Lt.3A 00A-00C, 01-07, 51-58, Jl. Gajah Mada No.19-26, RT.2/RW.1, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130","https://www.google.com/maps/place/MR.DIY/@-6.116733,106.6375068,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e69f54435aa4517:0x15d10a240d8ea3b0!8m2!3d-6.16084!4d106.8180221!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11g_zfc73x?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Cemp Putih,MR.DIY,Home improvement store,-6.116733,106.6375068,"Green Pramuka Square DP2/LG-A3 b, c, d, Jl. Rw. Jaya No.49, RT.13/RW.9, Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570","https://www.google.com/maps/place/MR.DIY/@-6.116733,106.6375068,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e69f580b4567c6d:0xd013963c3fd2ba99!8m2!3d-6.189148!4d106.874199!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11gy1k32cc?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DKI JAKARTA,KOTA JAKARTA UTARA,Unknown,MR.DIY,Home improvement store,-6.116733,106.6375068,"Ruko Elang Laut (4), Jl, Boulevard Jl. Pantai Indah Selatan, Kamal Muara, Penjaringan, North Jakarta City, Jakarta 14470","https://www.google.com/maps/place/MR.DIY/@-6.116733,106.6375068,12z/data=!4m10!1m2!2m1!1sMR.DIY+KOTA+JAKARTA+UTARA!3m6!1s0x2e6a1db889a3868d:0xaa45e731f178153d!8m2!3d-6.1238293!4d106.7403297!15sChlNUi5ESVkgS09UQSBKQUtBUlRBIFVUQVJBkgEWaG9tZV9pbXByb3ZlbWVudF9zdG9yZaoBTxABKgoiBm1yIGRpeSgAMiAQASIcA0wVzB8Hd3rk75MVERyh5jV48wCwxdlOSsBsUjIdEAIiGW1yIGRpeSBrb3RhIGpha2FydGEgdXRhcmHgAQA!16s%2Fg%2F11y6f4pyh4?hl=en&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D"
